"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","nyrs_since_last_renovation","zipcode","sqft_living15","sqft_lot15","daten"
"6134",699000,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,18,"98177",1660,8155,81
"15210",515000,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,69,"98177",1600,8160,108
"5067",670000,3,1.75,1850,8160,1,0,0,3,8,1850,0,1952,63,"98177",1600,8160,352
"20166",865000,5,2.5,3190,8160,2,0,0,3,9,3190,0,2014,1,"98177",1650,8160,77
"8727",614000,4,2.75,2760,8160,1.5,0,2,4,8,1780,980,1940,75,"98177",2720,8160,297
"14679",168500,2,1,1020,7742,1,0,0,4,6,1020,0,1935,37,"98168",1510,7742,272
"20909",350000,4,2.5,2040,22653,2,0,0,3,7,2040,0,2011,4,"98168",2020,20502,27
"5221",239000,4,1,1280,8316,1,0,0,3,6,1280,0,1950,65,"98168",1310,7830,73
"8468",207000,3,1,1490,8995,1,0,0,4,7,1490,0,1954,61,"98168",1490,9000,6
"16274",185000,2,1,1390,11340,1,0,0,4,7,1390,0,1969,46,"98168",1200,10224,201
"8642",312000,5,4,2900,9779,2,0,0,4,7,1950,950,1937,78,"98168",1360,8000,76
"11678",218000,3,1,980,12812,1,0,0,3,7,980,0,1956,59,"98168",1430,8986,192
"19192",374000,4,1.75,2220,15600,1,0,0,5,7,1140,1080,1963,52,"98056",1670,4800,74
"21203",450800,4,3.25,2510,5311,2,0,0,3,9,2510,0,2009,6,"98056",1590,9583,25
"21370",455950,4,2.5,2720,5771,2,0,0,3,8,2720,0,2015,0,"98056",1940,4184,334
"8722",324000,2,1,820,8370,1,0,0,4,7,820,0,1941,74,"98177",1410,8370,104
"7928",659000,4,2,2350,9329,2,0,0,3,8,2350,0,1977,38,"98005",1640,9403,220
"17716",775000,3,2,1160,13747,1,0,0,5,5,580,580,1931,84,"98075",2961,16320,207
"12647",890000,4,2,1480,11171,1.5,0,0,4,6,1480,0,1947,68,"98075",2790,20680,315
"8083",710000,4,2.75,2710,41811,1.5,0,0,4,8,1690,1020,1995,20,"98075",2110,35656,124
"10557",440000,3,1.75,2000,11880,2,0,0,3,8,2000,0,1979,36,"98075",1820,15120,109
"13961",695000,4,2.5,2961,12146,2,0,0,3,9,2961,0,1998,17,"98075",2620,17749,32
"9228",607000,4,2,1490,4054,1.5,0,0,5,7,1490,0,1926,89,"98115",1510,3889,306
"18336",475000,3,1.75,1550,4054,1.5,0,0,4,7,1550,0,1926,89,"98115",1510,3889,101
"1606",512000,2,2,1270,3881,1,0,0,4,6,610,660,1926,89,"98105",1370,5000,361
"18120",456000,4,1.5,2220,12385,1,0,0,3,8,1270,950,1978,37,"98033",2030,8831,153
"364",604950,3,2.5,2110,5608,1,0,0,3,8,1340,770,2013,2,"98033",2040,9363,109
"17786",475000,3,1.5,1750,12632,1,0,0,4,7,1750,0,1952,63,"98033",1740,12196,110
"3909",490000,3,2,2370,12196,2,0,0,4,7,2370,0,1970,45,"98033",1380,12196,103
"20109",939000,4,2.75,3270,12880,2,0,0,3,9,3270,0,2014,1,"98033",2420,7505,31
"7273",1065000,4,3.75,4260,9800,2,0,0,3,10,4260,0,2008,7,"98033",1950,8970,68
"4243",514000,3,2,1770,7200,1,0,0,4,7,1770,0,1967,48,"98033",2250,11250,118
"13372",664000,4,2.5,1870,16200,1,0,0,5,8,1250,620,1974,41,"98033",2000,11250,174
"518",750000,3,2.5,2400,7745,2,0,0,3,9,2400,0,2001,14,"98033",2080,8615,370
"19955",810000,4,2.5,2910,6555,2,0,0,3,9,2910,0,2005,10,"98033",2910,10419,81
"20099",920000,4,2.5,3540,7009,2,0,0,3,9,3540,0,2007,8,"98033",2150,10290,314
"18709",713000,4,3.25,2840,54400,1,0,0,4,8,2840,0,1984,31,"98053",2550,43560,248
"6413",750000,5,3.75,3500,101494,1.5,0,0,3,8,3500,0,1967,25,"98053",3250,38636,269
"9391",820000,3,2.5,3030,46538,2,0,0,3,10,3030,0,1997,18,"98053",3370,51450,329
"3485",568000,3,1.75,1760,235224,1,0,0,3,7,1760,0,1973,42,"98053",2320,87120,370
"12681",590000,3,1,1610,58370,1,0,0,3,7,1610,0,1978,37,"98053",2510,58127,320
"17531",870000,4,2,3090,41147,1,0,0,3,7,3090,0,1990,25,"98052",3300,34280,131
"19173",890000,2,1.75,3050,50965,2,0,0,3,10,3050,0,1991,24,"98053",3050,40107,306
"19491",649950,4,2.5,2350,63162,2,0,0,4,8,2350,0,1994,21,"98077",2370,63162,38
"7412",450000,3,1.5,2060,44866,1,0,0,3,8,2060,0,1953,62,"98077",2320,43995,18
"9400",879000,4,3,3590,89640,2,0,0,3,10,3590,0,2005,10,"98077",2790,54014,80
"16946",480000,4,2.5,2870,35757,2,0,0,4,9,2870,0,1977,38,"98077",2700,41221,206
"8784",880000,4,3.25,4060,52707,2,0,0,4,9,4060,0,1996,19,"98077",3100,50755,147
"5982",465000,4,2.5,2090,12833,1,0,0,3,7,1220,870,1969,46,"98034",1740,11200,353
"15426",466000,3,2.25,1880,7279,1,0,0,3,7,1280,600,1962,53,"98155",2020,8274,271
"12915",525000,4,2,2260,7680,1,0,0,4,7,1130,1130,1947,68,"98177",1800,7680,354
"5977",509007,3,1.75,1800,7620,1,0,0,3,8,1350,450,1951,64,"98177",1770,7620,318
"17051",379400,4,1.75,2120,7680,1,0,0,4,7,1060,1060,1950,65,"98177",1530,7680,192
"15350",835000,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,21,"98177",2490,7680,216
"16601",440000,3,1.75,1570,5120,1,0,2,3,7,980,590,1947,68,"98177",2420,7200,303
"16623",675000,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,14,"98177",2490,7680,25
"1572",284950,4,1.5,2000,6778,1,0,0,4,7,1170,830,1962,53,"98198",1940,7531,325
"10464",519500,3,3,2390,19454,1.5,0,0,3,8,2390,0,2008,7,"98166",1540,26979,201
"427",310000,5,1.75,2190,27260,1,0,0,4,7,2190,0,1947,41,"98166",1620,39480,196
"13141",219000,4,1.5,1370,7944,1.5,0,0,3,7,1370,0,1961,54,"98198",1370,9181,125
"6062",199000,4,1,1280,10521,1.5,0,0,3,7,1280,0,1960,55,"98198",1540,9384,294
"13694",246500,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,55,"98198",1550,8605,321
"7665",465000,3,1,1100,145490,1.5,0,0,4,6,1100,0,1915,100,"98024",1100,11610,146
"234",213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,54,"98024",1150,13702,202
"2313",260000,3,1,1190,11120,1,0,0,3,6,1190,0,1947,68,"98024",1230,12720,181
"14089",335000,3,2.25,1580,16215,1,0,0,4,7,1580,0,1978,37,"98024",1450,16215,0
"16694",324950,3,2,1340,9750,1,0,0,4,7,890,450,1974,41,"98024",1460,12900,270
"4813",370000,2,1,900,4600,1,0,0,3,6,900,0,1951,64,"98117",1060,4600,42
"12634",265000,2,1,910,4600,1,0,0,3,5,910,0,1917,98,"98117",1020,4600,315
"20806",469000,3,2.25,1440,1362,3,0,0,3,7,1440,0,2014,1,"98117",1180,2603,222
"1419",530000,3,1,1500,5750,1.5,0,0,4,7,1050,450,1927,88,"98126",1500,5060,280
"11376",525000,3,1.5,1540,4773,2,0,0,3,8,1540,0,1941,6,"98126",1540,5750,18
"9347",598000,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1926,89,"98126",1740,5750,335
"12060",715000,3,1.5,1670,5060,2,0,2,5,7,1670,0,1925,90,"98126",1670,5118,178
"15097",442000,2,1,990,4313,1.5,0,2,4,6,990,0,1917,98,"98126",1480,5750,172
"17982",430000,3,1.75,1440,4025,1,0,0,4,6,720,720,1917,98,"98126",1500,5750,143
"16092",588000,4,1.75,2170,5750,1,0,2,3,7,1370,800,1975,40,"98116",1450,5750,308
"17108",5e+05,4,1.5,1330,5750,1.5,0,2,3,7,1330,0,1915,100,"98116",1360,5750,137
"11249",575000,4,1.75,1630,5750,1,0,0,3,7,1160,470,1947,68,"98116",1640,5750,305
"6044",750000,4,1.75,2100,6613,2,0,0,3,8,2100,0,1909,11,"98116",1630,5750,155
"14090",558000,2,2,1580,5750,1,0,0,5,6,790,790,1910,105,"98116",1580,5750,66
"20117",407000,2,2.5,1340,999,2,0,0,3,8,940,400,2008,7,"98116",1470,1436,326
"1829",460000,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,86,"98116",1570,6100,196
"360",679900,3,2.5,2440,5750,2,0,2,3,9,1980,460,2000,15,"98116",1520,5750,95
"17510",380000,2,1,780,3910,1,0,0,3,6,780,0,1918,97,"98126",1500,5060,68
"3271",507250,3,1.75,1400,5750,1,0,2,3,6,1100,300,1915,100,"98126",1500,5175,278
"1492",420000,2,1,820,4025,1,0,2,5,6,820,0,1922,93,"98126",1410,5750,116
"3191",445000,4,1,1460,4600,1,0,2,3,6,780,680,1946,69,"98126",1560,4600,199
"17865",480000,3,1,1150,4945,1,0,2,3,7,1150,0,1943,72,"98126",1390,4945,25
"3730",866500,4,3.5,3080,4945,2,0,0,3,9,2010,1070,2014,1,"98126",1220,4945,283
"8257",320000,2,1,1140,3834,1.5,0,0,3,6,1140,0,1911,104,"98126",1190,5750,218
"6242",280000,2,1,880,5750,1,0,0,3,6,880,0,1939,76,"98126",1190,5750,188
"4188",400800,4,1,1070,5750,1,0,0,3,6,870,200,1923,92,"98126",1270,5750,306
"4121",661000,4,2.25,1990,4600,1.5,0,2,4,8,1420,570,1932,83,"98126",1810,5750,31
"12560",545000,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,90,"98126",1700,5750,105
"1974",409000,2,1,890,3271,1,0,0,4,6,890,0,1918,97,"98116",1190,5175,187
"19872",589500,3,3.25,2310,3075,2,0,0,3,8,1730,580,2005,10,"98116",2310,3075,56
"20799",643950,3,2.25,1760,2122,3,0,0,3,9,1760,0,2015,0,"98116",1420,1618,368
"13821",550000,2,1.5,900,5750,1,0,2,3,7,900,0,1940,75,"98116",1300,1413,272
"17389",330000,3,2.5,1070,1155,2,0,0,3,7,720,350,2005,10,"98102",1120,2594,42
"13525",399500,2,1.5,1180,1722,2,0,0,3,8,1180,0,2006,9,"98116",1490,1469,165
"21585",380000,3,2.5,1260,900,2,0,0,3,7,940,320,2007,8,"98116",1310,1415,214
"19915",390000,3,2.5,1310,1254,2,0,0,3,7,850,460,2007,8,"98116",1310,1372,355
"19474",370000,3,2.5,1070,1219,2,0,0,3,7,720,350,2004,11,"98116",1070,1254,265
"11752",5e+05,3,1,1070,4600,1,0,0,3,7,950,120,1930,85,"98116",1090,4600,172
"4186",393500,3,1.75,1230,1441,2,0,0,3,8,1010,220,2004,11,"98116",1170,1942,264
"17255",401750,2,1.5,1070,1236,2,0,0,3,8,1000,70,2005,10,"98116",1170,1888,354
"10307",462500,2,2,1690,4200,2,0,0,3,7,1690,0,1906,109,"98112",1540,4200,151
"16841",540000,2,1.25,1230,1569,2,0,0,3,9,1050,180,2009,6,"98112",1100,1230,124
"18561",574000,2,2.25,1100,1114,2,0,0,3,8,900,200,2009,6,"98122",1230,1800,346
"10197",548000,5,1.5,1700,7200,1.5,0,0,3,7,1700,0,1937,78,"98011",1460,7194,361
"14607",395000,3,2,1470,10125,1,0,0,4,7,1470,0,1962,53,"98011",1440,10125,194
"5345",482975,3,2.25,2130,8801,1,0,0,3,8,1370,760,1976,39,"98155",2820,8801,153
"12618",670000,3,2.5,1800,4763,2,0,0,3,7,1240,560,1985,30,"98119",1790,4763,171
"12155",7e+05,4,2,1930,5398,1,0,0,3,7,1430,500,1953,62,"98119",1910,4902,357
"19792",655000,2,2.25,1460,1851,2,0,0,3,9,1180,280,2014,1,"98119",1800,4269,321
"20290",365250,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,6,"98028",1580,4667,28
"21366",382000,3,2.25,1450,4667,2,0,0,3,7,1450,0,2009,6,"98028",1490,4667,124
"19868",4e+05,3,2.25,1450,4706,2,0,0,3,7,1450,0,2009,6,"98028",1490,4667,32
"21273",415500,4,2.5,1750,4779,2,0,0,3,7,1750,0,2009,6,"98028",1580,4687,42
"21062",390000,3,2.25,1490,4539,2,0,0,3,7,1490,0,2009,6,"98028",1750,4667,305
"15975",325000,4,2.25,1920,11603,2,0,0,4,7,1920,0,1967,48,"98058",1840,7350,235
"18255",225000,3,2.5,2170,11745,1,0,0,4,7,1410,760,1967,48,"98058",1860,8643,292
"13259",260000,3,2.5,1850,7875,1,0,0,3,7,1250,600,1968,47,"98058",1930,8062,213
"14132",3e+05,4,2,2050,8750,1,0,0,3,7,1300,750,1967,48,"98058",2050,8750,129
"1002",270000,3,2,1560,8853,1,0,0,3,7,1560,0,1967,48,"98058",1610,8750,173
"5492",304000,4,2,1810,8750,1,0,0,2,7,1110,700,1967,48,"98058",1810,8750,45
"7235",3e+05,4,2.25,2080,7700,1,0,0,3,7,1450,630,1968,47,"98058",1900,7980,151
"9687",296000,3,1.75,1360,10742,1,0,0,5,7,960,400,1971,44,"98058",1830,9000,124
"19283",295000,3,1.75,2000,7560,1,0,0,4,7,1300,700,1968,47,"98058",1900,8301,53
"12775",290000,4,2.5,2050,9015,2,0,0,4,7,2050,0,1973,42,"98058",1780,8820,257
"4480",315001,3,1.75,1500,10230,1,0,0,2,7,1500,0,1968,47,"98058",1770,8374,312
"19038",299000,5,2.5,2220,9360,1,0,0,4,7,1110,1110,1968,47,"98058",1780,7704,47
"19549",359900,5,2.25,2290,7420,1,0,0,3,7,1290,1000,1973,42,"98058",1660,7526,49
"16580",256500,5,2.5,1960,7350,1,0,0,4,7,1360,600,1969,46,"98058",1900,7350,328
"18127",271500,3,2.5,1490,8005,1,0,0,3,7,1090,400,1976,39,"98058",1880,7905,215
"8609",360000,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,41,"98058",1900,7350,150
"7927",279950,3,1.75,1660,8303,1,0,0,3,7,1380,280,1974,41,"98058",1740,8320,291
"1554",299000,4,2.5,1820,7575,1,0,0,3,7,1220,600,1975,40,"98058",1840,7650,207
"15118",345000,3,1.75,1860,7191,1,0,0,4,7,1260,600,1975,40,"98058",1850,7490,284
"18899",325000,4,2.5,1820,9161,1,0,0,4,7,1220,600,1975,40,"98058",1860,7650,114
"1791",279000,4,2.25,2090,8941,2,0,0,3,7,2090,0,1975,40,"98058",1890,7946,328
"12529",209977,3,1,1170,6134,1,0,0,4,7,1170,0,1948,67,"98168",1440,9823,131
"4110",198500,3,1.75,1520,7137,1,0,0,3,5,1520,0,1932,83,"98168",1240,8602,187
"6782",217000,2,1,770,9715,1,0,0,4,6,770,0,1942,73,"98168",1140,9715,301
"11387",290000,4,2,1560,8800,2,0,0,5,6,1560,0,1942,48,"98168",1480,10000,314
"4090",135000,1,1,790,13062,1,0,0,3,6,790,0,1942,73,"98168",1240,7137,33
"13931",246000,3,1.5,1780,23819,1,0,0,3,7,1780,0,1953,62,"98168",1130,14450,19
"2700",250000,3,1.5,2210,11111,1.5,0,0,3,7,2210,0,1934,81,"98168",1250,8422,227
"11506",250000,1,1,800,16306,1,0,0,2,6,680,120,1931,84,"98168",1270,8666,49
"7815",291000,4,1,1590,24330,1.5,0,0,3,6,1140,450,1942,73,"98168",1000,16228,229
"11500",240000,4,1.75,2020,10332,1,0,0,3,7,1010,1010,1954,61,"98168",2240,8379,158
"2336",510000,3,2,1600,4510,1,0,0,3,7,990,610,1978,37,"98103",1580,4561,143
"4345",752000,6,3.75,3810,6663,2,0,0,4,8,3810,0,1977,38,"98103",1610,4561,347
"9611",760000,6,3.75,3810,6150,2,0,0,4,8,3810,0,1977,38,"98103",1830,5125,343
"19808",449950,3,2.25,1540,1270,3,0,0,3,7,1540,0,2014,1,"98103",1230,1454,158
"20222",360000,3,2,1270,1323,3,0,0,3,8,1270,0,2006,9,"98103",1330,1323,21
"20894",401000,3,2,1270,1333,3,0,0,3,8,1270,0,2006,9,"98103",1330,1333,320
"20475",379000,3,3.25,1380,1234,3,0,0,3,8,1380,0,2006,9,"98103",1370,1282,153
"20847",369950,3,2,1270,1320,3,0,0,3,8,1270,0,2006,9,"98103",1370,1320,4
"7526",380500,3,2,1270,1348,3,0,0,3,8,1270,0,2003,12,"98103",1180,1360,320
"6752",320000,2,1.5,1110,1200,3,0,0,3,8,1110,0,2000,15,"98103",1110,1363,127
"6860",406100,3,2.25,1410,1332,3,0,0,3,8,1410,0,2005,10,"98103",1430,1448,3
"4522",407000,3,2.25,1430,1448,3,0,0,3,8,1430,0,2005,10,"98103",1430,1383,124
"12457",397500,3,2.25,1430,1383,3,0,0,3,8,1430,0,2005,10,"98103",1430,1347,98
"20971",355000,3,2.25,1280,959,3,0,0,3,8,1280,0,2005,10,"98103",1130,1126,20
"1257",265000,3,2.75,1120,881,3,0,0,3,8,1120,0,1999,16,"98103",1120,1087,199
"20438",344000,3,2.25,1250,1033,3,0,0,3,8,1250,0,2007,8,"98103",1250,1150,249
"21422",374950,3,2.25,1390,1484,3,0,0,3,8,1390,0,2007,8,"98103",1250,1087,68
"21338",344000,3,2.25,1250,871,3,0,0,3,8,1250,0,2007,8,"98103",1250,1158,108
"20846",399995,3,1.5,1140,1069,3,0,0,3,8,1140,0,2005,10,"98103",1230,1276,332
"10802",436000,3,2.25,1480,1384,3,0,0,3,8,1480,0,2008,7,"98103",1310,1329,297
"19520",345000,3,2.5,1380,1547,3,0,0,3,8,1380,0,2000,15,"98103",1380,1465,369
"18615",405000,3,2.25,1520,1245,3,0,0,3,8,1520,0,2004,11,"98103",1520,1470,52
"13260",430000,3,2.25,1550,1469,3,0,0,3,8,1550,0,2004,11,"98103",1520,1465,75
"1995",430000,2,1.5,950,4625,1,0,0,4,7,950,0,1949,66,"98103",1440,4625,52
"18911",734200,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1928,87,"98107",1850,5000,10
"13291",272450,3,1,1350,7973,1.5,0,0,3,7,1350,0,1954,61,"98188",1310,7491,308
"15543",259000,4,1.5,1260,7248,1.5,0,0,5,7,1260,0,1955,60,"98188",1300,7732,144
"14070",221000,3,1,980,7606,1,0,0,3,7,980,0,1954,61,"98188",980,8125,234
"13532",233000,3,1,1100,7657,1,0,0,3,7,1100,0,1955,60,"98188",1300,8000,101
"3692",179950,3,1,1130,9907,1,0,0,3,7,1130,0,1954,61,"98188",1320,9907,213
"15636",237000,3,1,1130,10650,1,0,0,3,7,1130,0,1954,61,"98188",1320,10650,34
"3933",239000,4,2,1370,8837,1.5,0,0,3,7,1370,0,1955,60,"98188",1360,9000,175
"4926",245000,3,1,1010,9678,1,0,0,5,7,1010,0,1955,60,"98188",1010,9375,189
"2506",285000,3,1.75,1840,8601,1,0,0,3,7,920,920,1905,1,"98118",1390,7452,42
"17844",299000,2,1,1040,4600,1,0,0,4,6,1040,0,1950,65,"98118",1390,5897,91
"13241",410000,2,1,2020,7540,1,0,0,3,7,1010,1010,1921,94,"98118",1270,4652,312
"11230",395000,2,1,1200,6014,1,0,0,4,6,600,600,1949,66,"98118",1270,4652,231
"7256",350000,2,1,840,5551,1,0,0,3,6,840,0,1952,63,"98118",1270,4652,273
"15983",652600,4,2.5,2220,5900,2,0,0,3,8,2220,0,2014,1,"98117",1620,5900,249
"4324",455000,3,2.5,1870,7344,1,0,0,3,8,1470,400,1980,35,"98034",1930,7344,13
"15322",345000,3,1,1620,10610,1,0,0,4,6,1620,0,1958,57,"98059",1680,10795,207
"9305",224000,4,3,2300,7609,2,0,0,4,7,2300,0,1976,39,"98002",940,5937,356
"17718",217000,3,2.5,1340,4200,2,0,0,3,7,1340,0,2002,13,"98002",990,4520,329
"1720",7e+05,4,1,1300,1651359,1,0,3,4,6,1300,0,1920,95,"98022",2560,425581,329
"19157",858000,4,3.5,4370,422967,1,0,2,4,10,2580,1790,1978,37,"98022",3260,422967,152
"10314",550500,2,1.5,930,7400,1,0,2,4,7,830,100,1909,106,"98116",1920,4152,306
"7031",415000,2,1,1050,60113,1,0,0,4,7,1050,0,1943,72,"98001",1380,27442,18
"13869",207000,3,1,1980,18730,1,0,0,4,7,1280,700,1943,72,"98001",1356,9450,159
"5392",345000,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,28,"98010",1660,93393,188
"7262",175000,1,1,620,8685,1,0,0,4,5,620,0,1976,39,"98198",1300,12150,361
"10287",401500,4,2.5,3140,94525,2,0,0,4,8,2280,860,1977,38,"98042",1910,14300,102
"1996",307000,3,1.75,1890,13860,1,0,0,5,7,1890,0,1966,49,"98042",1500,14536,6
"7639",250000,6,2.5,2590,10890,1,0,0,4,7,1340,1250,1970,45,"98042",2474,10454,238
"8049",454000,4,2.25,2630,39000,2,0,0,3,9,2630,0,1979,36,"98042",2270,66647,42
"12383",207000,3,1.75,1180,21275,1,0,0,4,6,1180,0,1958,57,"98038",1490,35100,301
"3399",449500,4,2,2430,199940,1,0,0,3,8,1310,1120,1961,54,"98038",2220,150282,160
"16042",390000,3,1.75,1870,40250,1,0,0,5,7,1870,0,1959,56,"98038",1870,40250,98
"9571",725000,3,2.5,3580,54450,1.5,0,0,3,9,3580,0,1990,25,"98038",3090,35943,56
"15218",390000,2,1,670,11505,1,0,0,3,5,670,0,2003,12,"98059",2180,11505,363
"13555",252000,3,1,1530,9465,1,0,0,4,7,1530,0,1960,55,"98059",1530,9465,269
"10768",210000,3,1.5,1160,10125,1,0,0,4,7,1160,0,1959,56,"98059",1440,10018,326
"2902",311000,3,1,1640,12060,1,0,0,4,7,1640,0,1960,55,"98059",1680,9147,84
"20403",437000,3,2.75,2580,5200,2,0,0,3,8,2580,0,2008,7,"98059",2700,5602,12
"3137",390000,3,2.5,1910,4755,2,0,0,3,8,1910,0,1997,18,"98059",2460,6099,279
"1187",235000,3,1,1170,11100,1,0,0,4,6,1170,0,1968,47,"98059",2080,8481,52
"8583",520000,3,2.5,2460,54885,2,0,0,4,8,2460,0,1980,35,"98059",2770,21407,4
"2935",380000,4,2.5,2100,5857,2,0,0,3,8,2100,0,2002,13,"98059",2090,7779,265
"17166",420000,3,2.5,2720,8622,2,0,0,3,8,2720,0,2002,13,"98059",1950,8603,232
"21514",505000,4,2.5,2790,5602,2,0,0,3,8,2790,0,2009,6,"98059",2790,5309,11
"3124",527000,4,2.5,2900,6736,2,0,0,3,8,2900,0,2013,2,"98059",2900,6736,171
"4639",652500,4,2.25,2220,130244,2,0,0,3,8,2220,0,1989,26,"98027",2680,130680,110
"9310",452000,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,1948,67,"98045",2010,13135,89
"8382",390000,3,1.75,1850,15170,1,0,0,3,7,1850,0,1965,50,"98045",1160,14175,94
"13242",299000,3,1,1200,15843,1,0,2,3,7,1200,0,1955,60,"98045",1410,15843,98
"3455",665000,3,2,1740,41275,1,0,0,3,8,1740,0,1974,26,"98045",2630,41275,249
"17640",390000,3,2,1930,12443,1,0,0,3,7,1930,0,1969,46,"98045",1400,12183,158
"3663",350000,3,1.75,1250,13775,1,0,2,3,7,1250,0,1990,25,"98045",1260,13707,76
"15473",915000,3,2.75,3390,7000,1,0,3,4,8,1740,1650,1979,36,"98116",1770,6500,77
"4594",9e+05,3,2.5,1920,7200,2,0,2,3,10,1780,140,1997,18,"98116",2080,5000,341
"14510",295000,2,1,740,4459,1,0,2,3,5,740,0,1915,100,"98116",1490,4700,69
"6837",1e+06,4,2.75,3090,16538,3,0,0,4,8,2590,500,1919,28,"98116",1500,5130,76
"6512",1015000,3,2.5,2920,34527,1,0,4,4,9,1800,1120,1954,32,"98116",2480,7933,10
"8628",665000,3,1.75,2700,5040,1,0,2,3,8,1560,1140,1947,68,"98144",3010,5000,257
"7128",1735000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,86,"98144",3220,7700,215
"9588",675000,5,2.5,2820,67518,2,0,0,3,8,2820,0,1979,36,"98029",2820,48351,0
"21115",1139990,4,3.25,3740,11467,2,0,0,3,10,3740,0,2014,1,"98029",2510,27520,82
"2605",525000,3,2,1600,16530,1,0,0,5,7,1600,0,1967,48,"98075",1850,41006,136
"17267",620000,4,2.5,2720,34498,1,0,0,5,7,1360,1360,1966,49,"98075",1920,22474,144
"2510",526000,3,1.75,1780,37801,1,0,0,3,7,1300,480,1977,38,"98075",2380,47480,315
"4234",562000,3,2,3250,50529,2,0,0,4,8,3250,0,1978,37,"98075",2370,47480,349
"9809",1175000,4,2.5,4700,49658,2,0,0,3,10,4700,0,1999,16,"98075",2870,49658,257
"20276",1206690,5,4.25,4150,12015,2,0,0,3,10,4150,0,2014,1,"98075",3230,27520,133
"4219",1875000,3,2.5,3280,29111,2,1,3,3,11,3280,0,1925,90,"98199",3530,21074,137
"6422",775000,4,2,3140,10875,1,0,1,3,7,1940,1200,1939,46,"98199",3300,10080,42
"20018",290000,1,0.75,740,1284,1,0,0,4,6,740,0,1928,87,"98107",1430,3988,144
"6562",1337500,4,2.5,2900,21074,2,0,0,3,11,2900,0,1986,29,"98199",3390,20000,181
"12237",1305000,4,3.5,3440,5000,2,0,0,3,11,2560,880,2006,9,"98199",3090,10241,360
"19636",921800,4,2.5,2950,7024,2,0,0,3,10,2950,0,2012,3,"98199",2950,6339,118
"212",625504,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,1,"98105",1160,1327,76
"13473",594000,3,2.25,1270,1406,2,0,0,3,8,1060,210,2014,1,"98105",1160,1327,54
"7173",1255000,4,2.5,3200,7535,2,0,0,3,9,3200,0,2006,9,"98105",1650,6850,13
"18008",458000,3,4,1390,1569,2,0,0,3,9,1150,240,2006,9,"98105",1620,1855,216
"19585",555000,2,2.25,1160,954,2,0,0,3,8,960,200,2014,1,"98105",1160,1327,151
"18312",549900,2,1.75,1140,936,2,0,0,3,8,940,200,2014,1,"98105",1160,1327,80
"10345",830000,5,3.5,3490,21780,2,0,0,3,8,3490,0,1996,19,"98052",3070,7829,271
"6775",480000,3,2,1580,7400,1,0,0,3,7,1050,530,1977,38,"98052",1560,7458,81
"14692",438000,3,1.75,1990,9885,1,0,0,4,7,1030,960,1978,37,"98052",1560,10000,138
"7674",765000,3,3,3270,38088,2,0,0,3,10,3270,0,1992,23,"98053",1870,37457,297
"2861",929000,4,3.25,4030,57499,2,0,0,3,9,4030,0,2002,13,"98053",3470,57499,187
"9459",762500,4,2.25,3130,41382,2,0,0,3,9,3130,0,1986,29,"98053",3130,54886,283
"8755",1175000,4,3.5,4150,49503,2,0,0,3,11,4150,0,2003,12,"98053",3330,60137,174
"10648",510000,3,2,2350,266151,1.5,0,0,3,7,2350,0,1983,32,"98014",2270,222156,214
"7788",365000,2,1,960,223898,1,0,0,3,6,960,0,1985,30,"98014",1830,230868,110
"9927",275000,2,1,1140,10404,1,0,0,3,5,1140,0,1935,80,"98155",2200,11550,131
"1215",5e+05,4,2,2760,27631,2,0,0,4,8,1800,960,1978,37,"98155",2490,13158,207
"13662",785000,4,2.25,3200,53357,2,0,0,4,9,3200,0,1972,43,"98077",2650,54014,161
"13572",682000,4,2.5,3600,203425,2,0,0,3,9,3400,200,1979,36,"98077",3150,202989,272
"17728",839000,3,2.5,3200,203425,1,0,0,3,10,3200,0,2000,15,"98077",3200,203425,53
"19609",413100,3,2.25,1790,231303,1,0,0,3,7,1250,540,1980,35,"98077",2090,93654,354
"6942",589900,2,3,3160,66646,2,0,0,3,7,3160,0,1993,22,"98077",3140,38790,6
"15702",619000,3,2.5,2560,43608,2,0,0,3,9,2560,0,2002,13,"98077",3000,54088,115
"10210",539000,3,2,1800,43995,2,0,0,3,8,1800,0,1988,27,"98077",2290,51400,314
"7129",630000,3,2.5,2460,38794,2,0,0,3,9,2460,0,1999,16,"98077",2470,51400,355
